title,link,published,summary,label
Africa Sustainable Conservation News,https://africasustainableconservation.com/2021/05/17/gabon-arrest-in-bifoun-of-a-54-year-old-gabonese-woman-for-trafficking-in-ivory/,2021-05-17,"A Gabonese woman was arrested in the act of possessing and selling ivory tusks on May 14 [2021] in Bifoun, 160 km south-east of Libreville. At 54, the alleged trafficker faces up to 10 years in prison. Despite government measures and NGO action to protect elephants, ivory trafficking is still in vogue in Gabon. On May 14 in Bifoun, 160 km south-east of Libreville, in Moyen-Ogooué, a 54-year-old Gabonese woman was arrested in the act of possessing and selling ivory tusks. According to the Xinhua news agency citing a source from the Ministry of Forestry, the booty of the alleged trafficker consisted of four ivory tusks (including two sawn) weighing 45 kg. However, the elephant is one of the species fully protected by law. The import, export, possession and transit on national territory of fully protected species are severely punished. The fifty-year-old was certainly placed in detention while waiting to be presented before the special formation of the Public Prosecutor’s Office of Libreville to answer for the facts of detention and attempted sale of ivory with which she is accused. In accordance with article 388 of the penal code, she faces up to 10 years in prison. https://africasustainableconservation.com/2021/05/17/gabon-arrest-in-bifoun-of-a-54-year-old-gabonese-woman-for-trafficking-in-ivory/",1
Gabon Review,https://www.gabonreview.com/trafic-divoire-interpellation-a-bifoun-dune-gabonaise-de-54-ans/?fbclid=IwAR1bCujkq34VkYhBMqKXUYtBQhh2Gis4eFVwO7lBz2AJ55u-wjDSARuRAdQ,2021-05-16,"A Gabonese woman was arrested in flagrante delicto of possessing and marketing ivory spikes on 14 May in Bifoun, 160 km south-east of Libreville. At 54, the alleged trafficker faces up to 10 years in prison. Despite government measures and NGO action to protect elephants, ivory trafficking is still in vogue in Gabon. On 14 May in Bifoun, 160 km south-east of Libreville, in Moyen-Ogooué, a 54-year-old Gabonese woman was arrested in flagrante delicto of possessing and marketing ivory tips. According to Xinhuanews agency, citing a source in the Ministry of Forestry, the alleged trafficker's loot consisted of four ivory tusks (two sawn) weighing 45 kg. However, the elephant is one of the species fully protected by law. The import, export, possession and transit through the national territory of fully protected species are severely punished. The fifty-year-old has certainly been detained pending being presented before the special formation of the Libreville Public Prosecutor's Office to answer for the facts of detention and attempted sale of ivory of which she is accused. Under article 388 of the penal code, she faces up to 10 years in prison. https://www.gabonreview.com/trafic-divoire-interpellation-a-bifoun-dune-gabonaise-de-54-ans/?fbclid=IwAR1bCujkq34VkYhBMqKXUYtBQhh2Gis4eFVwO7lBz2AJ55u-wjDSARuRAdQ",1
Kalinga TV,https://kalingatv.com/state/stf-seizes-leopard-skin-elephant-tusk-and-pangolin-scales-in-odisha-1-arrested/,2022-01-07,"A joint team of Special Task Force (STF) and Deogarh forest department have seized one leopard skin, one elephant tusk, and a huge amount of pangolin scales in Baraghat village under Tileibani forest section in Deogarh. The team has also arrested one wildlife criminal in this connection. The arrested wildlife criminal has been identified as Madan Jaipuria of the village. Acting on a tip-off regarding the illegal sale of animal body parts in various areas under the Deogarh forest division, the joint team of STF and Forest Department conducted a raid on Thursday evening and arrested the wildlife criminal. A leopard skin, an elephant tusk, and 1,770 grams of pangolin scales have been seized from his possession, informed Deogarh Forest Officer Magar Dhanaji Raoso. Madan has confessed his crime during police interrogation. The police have initiated an investigation to ascertain whether there is any involvement of other people in this crime. https://kalingatv.com/state/stf-seizes-leopard-skin-elephant-tusk-and-pangolin-scales-in-odisha-1-arrested/",1
Ommcom News,https://ommcomnews.com/odisha-news/leopard-skin-elephant-tusk-over-1-kg-pangolin-scales-seized-in-deogarh,2022-01-07,"Bhubaneswar: The Special Task Force (STF) of Odisha Crime Branch with the help of Deogarh Forest Officials seized one leopard skin, one elephant tusk, and pangolin scales weighing around 1.77 kg on Thursday. On the basis of reliable information, a team of STF conducted a raid with the help of Deogarh Forest Officials on NH 49 near Telibani in the district yesterday. As a result of which one wildlife criminal namely Madan Kumar Jayapura of Barghat village under Reamal Police Station of the district was apprehended. During the search, one leopard skin, one elephant tusk, pangolin scales weighing around 1.77 kg, and other incriminating articles were recovered from his possession. The accused person could not produce any authority in support of the possession of the above Wildlife products, for which he was detained and handed over to Deogarh Forest Officials for legal action at their end. The wildlife products will be sent to Wild Life Institute of India, Deharadun for chemical examination. Since 2020, a special drive against wildlife criminals/poachers has been launched. STF has seized as many as 25 leopard skins, 13 elephant tasks, 7 deer skins, 9 live pangolins, and more than 16 kg pangolin scales with the arrest of as many as 55 wildlife criminals. https://ommcomnews.com/odisha-news/leopard-skin-elephant-tusk-over-1-kg-pangolin-scales-seized-in-deogarh",1
"Five people including three policemen have ended up in hot soup over possession of wildlife trophies including elephant ivory. According to Bashir Hangi, the Public Relations Manager at Uganda Wildlife Authority (UWA), the suspects were arrested in two different incidences in Kampala and Kapelabyong in Teso sub region. Hangi said they netted Samuel Emanu alias Shaban, a police constable and Levi Eliu on March 16 [2021] in Kapelabyong. This was followed by another arrest of two Policemen, Boniface Okello and Martin Ochen on March 20 [2021] in Kampala. Okello and Ochen are still in police custody as an investigation into their crime continues. In the two incidences, UWA said they recovered ivory amounting to 43kgs and 28kgs bringing the total amount of ivory to 61kgs. “This is a wildlife offence. We are talking about protecting wildlife species,” said Hangi. “It does not matter whether the ivory is from Uganda or not.” Hangi added, “As of now we have the suspects and exhibits, and we are taking them to Court. We asked them where they got the trophies, and they could not explain.” UWA Public Relations Manager said the suspects could be sentenced to life imprisonment under Uganda’s new wildlife Act. In a related incident, Police is also holding a physically disabled man",https://www.africasustainableconservation.com/2021/04/06/ugandan-policemen-held-over-possession-of-wildlife-products/,"Owani Pop also called Mulema from Nwoya who was found with different wildlife trophies including crocodile skin and tips of rhino horns. It is alleged that Owani lost his legs in a previous nasty poaching encounter but did not give up his ways. He was also taken to Utility Court at Buganda Road on Wednesday to battle charges of illegal possession trophies. Sources also say that he has cut out a niche as a kingpin in the underground world of poaching where he spreads his tentacles to as far as northern Uganda, Kenya, South Sudan and DR Congo. He was also taken to Utility Court at Buganda Road on Wednesday to battle charges of illegal possession trophies. Hangi added, “As of now we have the suspects and exhibits, and we are taking them to Court. We asked them where they got the trophies, and they could not explain.” UWA Public Relations Manager said the suspects could be sentenced to life imprisonment under Uganda’s new wildlife Act.",https://www.africasustainableconservation.com/2021/04/06/ugandan-policemen-held-over-possession-of-wildlife-products/,1
"Buganda road court chief magistrates Miriam Akello Ayo convicts two men for being in possession of two Live pangolins after they pleaded guilty to the said offence. Meanwhile, the same judge has convicted a Police officer Constables Emaru Samuel attached to Canine headquarters after pleading guilty to the offence of unlawful possession of protected species after he was arrested while in possession of two whole pieces of raw elephant ivory. He was charged with a one Levy Eliu a peasant farmer of Opalangor village, Alere parish in Amuria District. Chief magistrate Miriam Okello Ayo has now remanded the suspects until April 7th for sentencing. Prosecution says on March 16th 2021 at Apoloros village in Kapelebyong District the two had in their possession two whole pieces of raw elephant Ivory weighing 43.2kgs without valid wildlife use right.",https://africasustainableconservation.com/2021/04/02/uganda-men-imprisoned-for-possession-of-pangolins/,,"Buganda road court chief magistrates Miriam Akello Ayo convicts two men for being in possession of two Live pangolins after they pleaded guilty to the said offence. Meanwhile, the same judge has convicted a Police officer Constables Emaru Samuel attached to Canine headquarters after pleading guilty to the offence of unlawful possession of protected species after he was arrested while in possession of two whole pieces of raw elephant ivory. He was charged with a one Levy Eliu a peasant farmer of Opalangor village, Alere parish in Amuria District. Chief magistrate Miriam Okello Ayo has now remanded the suspects until April 7th for sentencing. Prosecution says on March 16th 2021 at Apoloros village in Kapelebyong District the two had in their possession two whole pieces of raw elephant Ivory weighing 43.2kgs without valid wildlife use right. https://africasustainableconservation.com/2021/04/02/uganda-men-imprisoned-for-possession-of-pangolins/",1
"Recently, Jimo Customs seized 3 ivory bracelets weighing 126 grams from personal parcels of inbound express mail. The inbound express parcel was declared as a pair of sports shoes, the actual goods were a women's bag, and 3 ivory bracelets were concealed inside. Except for certificates that permit import and export, any trade method or carrying or mailing endangered species such as ivory and their products into or out of the country are illegal and will be held legally responsible.",https://mp.weixin.qq.com/s?__biz=MzIwNzE3MzE2NQ==&mid=2652845312&idx=1&sn=bdb7ee8d1989c646bffd1582cdf6c102&chksm=8cfdf642bb8a7f5449382a26ff5cb793b4972595ec45eb270e1dcdb8f43cd0e074397eea8396&scene=38#wechat_redirect,,"Recently, Jimo Customs seized 3 ivory bracelets weighing 126 grams from personal parcels of inbound express mail. The inbound express parcel was declared as a pair of sports shoes, the actual goods were a women's bag, and 3 ivory bracelets were concealed inside. Except for certificates that permit import and export, any trade method or carrying or mailing endangered species such as ivory and their products into or out of the country are illegal and will be held legally responsible. https://mp.weixin.qq.com/s?__biz=MzIwNzE3MzE2NQ==&mid=2652845312&idx=1&sn=bdb7ee8d1989c646bffd1582cdf6c102&chksm=8cfdf642bb8a7f5449382a26ff5cb793b4972595ec45eb270e1dcdb8f43cd0e074397eea8396&scene=38#wechat_redirect",1
"A man aged 33 is in police custody in Mchinji for being found with pieces of ivory weighing over 20 kilograms. The suspect has been identified as Uzani James. Mchinji Police Spokesperson Maxwell Jailosi said James concealed the ivory in a sack and was on Friday looking for possible market in the district.  He was arrested by police officers who have since charged him with being found in possession of specimen of protected species contrary to section 86 and 91 of the National Parks and Wildlife Act. James hails from Kazuwa village, in the area of Traditional Authority Nyaza in Kasungu district.",https://malawi24.com/2022/07/02/man-in-mchinji-arrested-over-ivory/,,"A man aged 33 is in police custody in Mchinji for being found with pieces of ivory weighing over 20 kilograms. The suspect has been identified as Uzani James. Mchinji Police Spokesperson Maxwell Jailosi said James concealed the ivory in a sack and was on Friday looking for possible market in the district.  He was arrested by police officers who have since charged him with being found in possession of specimen of protected species contrary to section 86 and 91 of the National Parks and Wildlife Act. James hails from Kazuwa village, in the area of Traditional Authority Nyaza in Kasungu district. https://malawi24.com/2022/07/02/man-in-mchinji-arrested-over-ivory/",1
"The CID Police Forest Mobile Squad of Kollegal in Chamarajanagar district arrested three people, all from Chikkamagluru, and seized two elephant tusks weighing about 15.9 kg from them, on Sunday. The arrested are Preetham K.R., 31, of Kolagame, Jagadish, 21, of Jagara, and Puneeth, 28 of Jagara in Chikkamagaluru taluk. Another accused Hemanth, 26, is still absconding. Besides the tusks, the police seized a car and three mobile phones from them. Acting on a tip-off, a team of police led by PSI H. Anand Kumar, arrested the accused near Sattegala Handpost in Kollegala Rural Police station limits. They were carrying the tusks in the car. The police booked the case on Monday, as per the sections of the Wildlife Conservation Act, 1972.",https://www.thehindu.com/news/national/karnataka/tusks-seized-three-arrested/article65523942.ece,,"The CID Police Forest Mobile Squad of Kollegal in Chamarajanagar district arrested three people, all from Chikkamagluru, and seized two elephant tusks weighing about 15.9 kg from them, on Sunday. The arrested are Preetham K.R., 31, of Kolagame, Jagadish, 21, of Jagara, and Puneeth, 28 of Jagara in Chikkamagaluru taluk. Another accused Hemanth, 26, is still absconding. Besides the tusks, the police seized a car and three mobile phones from them. Acting on a tip-off, a team of police led by PSI H. Anand Kumar, arrested the accused near Sattegala Handpost in Kollegala Rural Police station limits. They were carrying the tusks in the car. The police booked the case on Monday, as per the sections of the Wildlife Conservation Act, 1972. https://www.thehindu.com/news/national/karnataka/tusks-seized-three-arrested/article65523942.ece",1
North East Now,"https://nenow.in/north-east-news/assam/assam-6-held-with-two-elephant-tusks-in-gossaigaon.html,",2022-03-05,"SSB troops and forest officials in a joint operation nabbed six people from Gossaigaon in lower Assam’s Kokrajhar district for illegal possession of two elephant tusks. Acting on specific input, the 31st battalion of SSB and forest guards from Kachugaon and Raimona forest range carried out a joint operation on Friday night. During the operation, the team nabbed six persons near Alinagar village under Gossaigaon police station and seized two elephant tusks and one country-made gun. Official sources said further investigation is underway. https://nenow.in/north-east-news/assam/assam-6-held-with-two-elephant-tusks-in-gossaigaon.html, https://www.sentinelassam.com/north-east-india-news/assam-news/two-elephant-tusks-seized-6-apprehended-in-gossaigaon-581449",1
North East Now,https://www.sentinelassam.com/north-east-india-news/assam-news/two-elephant-tusks-seized-6-apprehended-in-gossaigaon-581449,2022-03-05,"SSB troops and forest officials in a joint operation nabbed six people from Gossaigaon in lower Assam’s Kokrajhar district for illegal possession of two elephant tusks. Acting on specific input, the 31st battalion of SSB and forest guards from Kachugaon and Raimona forest range carried out a joint operation on Friday night. During the operation, the team nabbed six persons near Alinagar village under Gossaigaon police station and seized two elephant tusks and one country-made gun. Official sources said further investigation is underway. https://nenow.in/north-east-news/assam/assam-6-held-with-two-elephant-tusks-in-gossaigaon.html, https://www.sentinelassam.com/north-east-india-news/assam-news/two-elephant-tusks-seized-6-apprehended-in-gossaigaon-581449",1
New Zimbabwe,https://www.newzimbabwe.com/trio-nabbed-with-37-kilograms-of-ivory/,2022-05-07,"THREE Harare men appeared in court charged with illegal possession of ivory after they were caught with 37kgs of elephant tasks. The three are Bhekithemba Mathe (30), Thando Mpala (26) and Talent Ganya (30). They appeared before Harare Magistrate, Yeukai Dzuda, who advised them to seek bail at the High Court. They will be back in court on May 20, 2022. It is the state’s case that on May 4, 2022, detectives received a tipoff that the three were in possession of ivory and looking for buyers. Two of the detectives were given contact details of Ganya, whom they contacted pretending to be buyers and they agreed to meet. The detectives met Ganya, who led them to Warren Park 1, while other detectives followed behind unnoticed. When they arrived in Warren Park 1, Ganya contacted his accomplices. They reached an agreement to sell the ivory for US$80/kg. The detectives were instructed to drive and park on Westwood Street for easy transportation, since they claimed that the ivory was heavy. Mpala and Mathe then allegedly went to their place of residence and came back driving a silver Toyota Spacio with the ivory in the boot. The detectives were called to weigh the ivory and while they were still in the process of doing so, a backup team pounced on the unsuspecting trio. They introduced themselves to the trio by producing their police identity cards and asked the trio to produce a license authorizing them to be in possession of ivory, which they failed to do, leading to their arrest. Further investigations revealed that Mpala had brought the from Bulawayo having been given by one Mthulisi Moyo who is still at large. Faith Mavhudzi represented the state. https://www.newzimbabwe.com/trio-nabbed-with-37-kilograms-of-ivory/",1
News dze Zimbabwe,http://www.newsdzezimbabwe.co.uk/2022/05/cop-arrested-over-1m-ivory.html,2022-05-09,"A POLICE officer and his two civilian accomplices landed in the dock over the weekend after they were allegedly found in illegal possession of ivory worth $1 million. The cop, Bhekhitemba Mathe, and two others – Thando Mpala and Talent Ganya – were not asked to plead when they appeared before Harare magistrate Yeukai Dzuda, where manded them in custody, to May 20. Allegations are that on May 4, police received information that the trio was in possession of ivory in Warren Park and was looking for buyers. They were allegedly given Ganya’s phone number. It is the State’s case that two of the detectives, who were seized with the matter, called Ganya and posed as buyers. They agreed to meet in the CDB, along Harare Street, and Ganya led the police officers to Warren Park while the other detectives followed in another vehicle as backup. In Warren Park, it is alleged Ganya called Mathe, who came with Mpala, and they agreed to sell the ivory at US$80 per kg. They instructed the team to drive to Westwood Street in Warren Park for easy transportation because the ivory was heavy. Mathe and Mpala allegedly went to their house and came back with a car and asked the police officers to view and weigh the ivory. The court heard that upon sight of the ivory, the police signaled to their back-up team. The police identified themselves as detectives from CID Flora and Fauna Unit and ordered the trio to produce their permits, which allowed them to sell ivory. When they failed to produce the permits, the three were arrested. Ivory, worth $1,065,339, was recovered. Investigations revealed that Mpala was the one who brought the ivory from Bulawayo. He got it from Mthulisi Moyo, who is still at large, and he engaged his accomplices to look for buyers, in Harare. Anesu Chirenje appeared for the state. http://www.newsdzezimbabwe.co.uk/2022/05/cop-arrested-over-1m-ivory.html",1
Wildlife Crime Control Bureau@WCCBHQ,"https://twitter.com/WCCBHQ/status/1546135811502080003?t=e6Jmwj5yTNGWmMHa6nlsNg&s=03,",2022-07-10,"The joint team of @WCCBHQ  and TNFD seized 02 pieces of #Elephant #ivory and arrested 09 persons near #Mettupalayam, #Coimbatore (T.N), on 08-07-2022.  https://twitter.com/WCCBHQ/status/1546135811502080003?t=e6Jmwj5yTNGWmMHa6nlsNg&s=03,",1
Coimbatore: Forest officials on Saturday arrested nine people and seized,https://timesofindia.indiatimes.com/city/coimbatore/nine-people-held-with-two-elephant-tusks/articleshow/92776236.cms,,"Coimbatore: Forest officials on Saturday arrested nine people and seized a pair of elephant tusks from Kodadasanur village in Mettupalayam. The arrested people were identified as P Vellingiri, 40, C Ramamurthy, 39, P Prabhu, 27, V Kumaresan, 31, S Ajith, 25 and R Ranjith, 20, of Ezhusuli village at the foothills of Kattanji Hills and V Arumugam, 56, of Karamadai, P Nagaraj, 51, of Kodadasanur, and S Babu, 48, of Sirumugai in Coimbatore. The gang was busted based on the information that Nagaraj was having a pair of tusks in his house. Subsequently, forest and wildlife crime control bureau officials secured Nagaraj, Prabhu and five others on Saturday morning and seized two tusks from them. During inquiry, Vellingiri and Ramamurthy told the officials that they had taken away the pair of ivories from a decomposed elephant carcass at Kattanji hills three months ago. Forest officials, veterinary officers and members of NGOs inspected Kattanji hills and found skull and skeletal remains of the elephant on Saturday morning. “Forest teams patrolled the hills and are investigating the elephant death. We want to confirm whether it was poached for ivories,” said district forest officer T K Ashok Kumar. The state government had declared Kattanji hills as reserved land in June 2021. https://timesofindia.indiatimes.com/city/coimbatore/nine-people-held-with-two-elephant-tusks/articleshow/92776236.cms",1
"Xinmin Evening News (Reporter Guo Jianfeng) On March 12 [2021], the customs officer of the post office of Shanghai Customs inspected a batch of incoming mail with X-ray machines and found that there were 2 pieces of mail with the declared item titled ""Hanging Picture"". The two ends of the scroll were green imaging, which was similar to the imaging characteristics of ivory. The staff immediately intercepted the mail and opened the box for inspection. The two scrolls have milky white and yellowish color, smooth surface and natural texture, and have been identified as ivory products. At present, it has been transferred to the anti-smuggling department for further processing.",https://wap.xinmin.cn/content/31921591.html,,"Xinmin Evening News (Reporter Guo Jianfeng) On March 12 [2021], the customs officer of the post office of Shanghai Customs inspected a batch of incoming mail with X-ray machines and found that there were 2 pieces of mail with the declared item titled ""Hanging Picture"". The two ends of the scroll were green imaging, which was similar to the imaging characteristics of ivory. The staff immediately intercepted the mail and opened the box for inspection. The two scrolls have milky white and yellowish color, smooth surface and natural texture, and have been identified as ivory products. At present, it has been transferred to the anti-smuggling department for further processing. https://wap.xinmin.cn/content/31921591.html",1
"Cameroonian customs seized 4 ivory elephant tusks, 2 rhino horns and a fresh panther skin in Ebolowa in the south of the country.  As well as 14 bales of non-biodegradable plastics, the use and manufacture of which have been banned in Cameroon since April 2014.  ""The loot was hidden in the trunk of a passenger vehicle,"" said a source. Customs have not specified whether the alleged traffickers have been arrested, nor the country of origin of these species.",https://www.koaci.com/article/2021/10/28/cameroun/societe/cameroun-gros-coup-de-filet-dans-le-milieu-du-braconnage_154998.html,,"Cameroonian customs seized 4 ivory elephant tusks, 2 rhino horns and a fresh panther skin in Ebolowa in the south of the country.  As well as 14 bales of non-biodegradable plastics, the use and manufacture of which have been banned in Cameroon since April 2014.  ""The loot was hidden in the trunk of a passenger vehicle,"" said a source. Customs have not specified whether the alleged traffickers have been arrested, nor the country of origin of these species. https://www.koaci.com/article/2021/10/28/cameroun/societe/cameroun-gros-coup-de-filet-dans-le-milieu-du-braconnage_154998.html",1
EAGLE,https://www.eagle-enforcement.org/news/a-trafficker-arrested-with-2-tusks-A685/,2021-10-30,"A trafficker arrested with 2 tusks. The trafficker who is nicknamed “Apôtre” (Apostle in English) is a guard with a security company in Mitzic, the town where he was arrested. He arrived the scene of transaction with a green backpack. Inside the bag, 2 small tusks definitely cut from the head of a young elephant, were found. He had been a target ivory trafficker for a long time and was finally caught red handed. https://www.eagle-enforcement.org/news/a-trafficker-arrested-with-2-tusks-A685/",1
Gabon Review,https://www.gabonreview.com/trafic-divoire-un-apotre-pris-dans-les-mailles-du-filet/,2021-11-02,"Jean Baptiste Essono Mba, known as ""Apostle,"" was arrested in possession of two ivory spikes on October 28 in Mitzic, Woleu-Ntem. The 24-year-old Gabonese faces up to ten years in prison and a fine equal to five times the value of the seizure. Jean Baptiste Essono Mba, known as ""Apostle"", after his arrest on November 2 in Mitzic. D.R. Jean Baptiste Essono Mba, a 24-year-old Gabonese man known by the pseudonym ""Apostle"", was arrested on October 28 in Mitzic, in the province of Woleu-Ntem, in possession of two ivory spikes. This was during a joint operation by agents of the General Directorate of Research (DGR) and the provincial delegation of Water and Forests of Woleu-Ntem, supported by the NGO Conservation Justice. An agent in a security company in the city, the alleged trafficker had been suspected of ivory trafficking for some time. It was an alert given by a source on a possible ivory transaction in Mitzic that confirmed these suspicions. Informed, the agents formed a mixed team to proceed with the arrest. Arriving in Mitzic around 9 am, the agents noticed the suspicious presence of an individual carrying a green bag at the indicated location. The suspect was immediately arrested. The DGR agents seized his backpack and discovered two raw ivory spikes. During his interrogation, Jean Baptiste Essono Mba stated that he had picked up the two ivory points at the edge of a river in his village (Ayon) on the road to Sam. He is currently in custody at the DGR in Oyem. The offender is being brought before the special court of Libreville before being placed under a detention order. He faces up to ten years in prison and a fine equal to five times the value of the seized goods. https://www.gabonreview.com/trafic-divoire-un-apotre-pris-dans-les-mailles-du-filet/",1
Gabon Media Time,https://www.gabonmediatime.com/lastourville-un-forestier-interpelle-avec-2-pointes-divoire/,2022-10-03,"The year 2022 remains a period rich in harvest for water and forestry officers, the judicial police and the NGO Conservation Justice. Because numerous field trips have made it possible to incapacitate several wildlife offenders. The latest fact to date, the arrest on Tuesday, September 27, 2022 of a compatriot in possession of two ivory tusks. According to police sources, the alleged wildlife offender whose identity has not been revealed would be an agent of a forestry company in the city of Lastourville. The latter would have traded ivory with several accomplices in the locality. During his arrest, the suspect reportedly indicated that the owner of the ivory points would be a recidivist well known to the judicial services who had fled. The alleged trafficker is currently in custody at the Lastourville police station pending his transfer to the special prosecutor's office in Libreville. For the NGO Conservation Justice, this new case of wildlife crime confirms the conclusions of the report on the situation of pachyderms in Africa. According to the International Union for Conservation of Nature (IUCN), African elephants remain globally in danger of extinction, with the exception of some stable elephant populations such as Gabon, which are in urgent need of protection. According to the provisions of Article 388 of the Criminal Code, the individual faces up to 10 years in prison. https://www.gabonmediatime.com/lastourville-un-forestier-interpelle-avec-2-pointes-divoire/",1
"Recently, the Guiyang Longdongbao Airport Customs Office under the Guiyang Customs seized 6 lawn bowls from a parcel from France through the ""man-machine-dog"" comprehensive inspection model. The anti-smuggling department and the consignee have confirmed that the batch of lawn bowls are endangered guaiac wood and ivory products. Species in Appendix II of the Convention on International Trade in Plant Species, of which two spheres are made of ivory at both ends. Guaiac has reached the brink of extinction and is listed in Appendix II of the Convention on International Trade in Endangered Species of Wild Fauna and Flora.",https://mp.weixin.qq.com/s/Ivz-MBWyj3r99l1Ilmw5Yw,,"Recently, the Guiyang Longdongbao Airport Customs Office under the Guiyang Customs seized 6 lawn bowls from a parcel from France through the ""man-machine-dog"" comprehensive inspection model. The anti-smuggling department and the consignee have confirmed that the batch of lawn bowls are endangered guaiac wood and ivory products. Species in Appendix II of the Convention on International Trade in Plant Species, of which two spheres are made of ivory at both ends. Guaiac has reached the brink of extinction and is listed in Appendix II of the Convention on International Trade in Endangered Species of Wild Fauna and Flora. https://mp.weixin.qq.com/s/Ivz-MBWyj3r99l1Ilmw5Yw",1
"Parma 21 March 2022 - The soldiers of the Carabinieri Cites Unit of Modena assisted by the Carabinieri Cites Unit of Bologna and Forlì-Cesena, of the Carabinieri Cites Group of Rome, by the Nipaaf of the Carabinieri Forestale Group of Parma and Modena, on 18 March, during an activity aimed at contrasting the illicit trade in ivory objects, at the “Mercanteinfiera” event, seized 172 objects and reported 11 people.  The value of the seized material exceeds 200,000 euros: among the seized objects an inlaid ecclesiastical scepter for sale at 40,000 euros, a jester's marotte for 15,000 euros, an ivory comb worked for 4,000 euros, a worked tusk for 15,000 euros then numerous ivory sculptures, crucifixes and various kinds of objects for values ​​ranging from 100 euros to over 6,000 euros. The investigations revealed that the seized antiques, deriving from elephant tusks, would all lack the required documentation necessary for possession and sale, a circumstance which, if proven, would integrate the details of a crime for which the on pain of imprisonment from 6 months to 2 years with a fine of between 15,000 and 150,000 euros. Ivory, in addition to being a constituent element of works of art that can cost tens of thousands of euros, is subject to the protection of CITES, the Washington Convention which regulates international trade in endangered species of wild fauna and flora. of extinction whose sale without the prescribed CITES documentation constitutes a hypothesis of crime. The European Union already has strict regulations on the ivory trade and is committed to taking further action against elephant poaching and ivory trafficking worldwide. To ensure that the ivory trade in the EU does not contribute to these threats, the EU further tightened its ivory trade rules in December 2021, including a CITES certificate requirement for trade in all ivory items. also for objects prior to 1947 that could be marketed with a simple appraisal or documentation that certifies their qualification as an ancient pre-47 object. The illegal trafficking of the so-called ""white gold"" is currently an important ""business"" linked to the phenomenon of poachers who, without scruples, kill a considerable number of elephants every year, dangerously bringing the species to the threshold of extinction risk. Despite the international ban on the ivory trade, elephant poaching and ivory trafficking are still a relevant phenomenon. CITES entered into force in Italy in 1980 and is currently applied by 183 states. The Washington Convention represents today one of the most important international regulatory instruments to guarantee the conservation of our planet's biodiversity, making the trade of over 35,000 protected species sustainable. A priority task for each State is in fact to monitor and regulate the national and international trade of specimens and products derived from animal and plant species in order to prevent their extinction, in a situation that is already seriously unfavorable due to the negative effects caused by multiple human activities. and climate change that is destroying the natural habitats of numerous species.",https://www.gazzettadellemilia.it/cronaca/item/36224-maxisequestro-dei-carabinieri-forestali-del-nucleo-carabinieri-cites-a-mercanteinfiera-di-parma,,"Parma 21 March 2022 - The soldiers of the Carabinieri Cites Unit of Modena assisted by the Carabinieri Cites Unit of Bologna and Forlì-Cesena, of the Carabinieri Cites Group of Rome, by the Nipaaf of the Carabinieri Forestale Group of Parma and Modena, on 18 March, during an activity aimed at contrasting the illicit trade in ivory objects, at the “Mercanteinfiera” event, seized 172 objects and reported 11 people.  The value of the seized material exceeds 200,000 euros: among the seized objects an inlaid ecclesiastical scepter for sale at 40,000 euros, a jester's marotte for 15,000 euros, an ivory comb worked for 4,000 euros, a worked tusk for 15,000 euros then numerous ivory sculptures, crucifixes and various kinds of objects for values ​​ranging from 100 euros to over 6,000 euros. The investigations revealed that the seized antiques, deriving from elephant tusks, would all lack the required documentation necessary for possession and sale, a circumstance which, if proven, would integrate the details of a crime for which the on pain of imprisonment from 6 months to 2 years with a fine of between 15,000 and 150,000 euros. Ivory, in addition to being a constituent element of works of art that can cost tens of thousands of euros, is subject to the protection of CITES, the Washington Convention which regulates international trade in endangered species of wild fauna and flora. of extinction whose sale without the prescribed CITES documentation constitutes a hypothesis of crime. The European Union already has strict regulations on the ivory trade and is committed to taking further action against elephant poaching and ivory trafficking worldwide. To ensure that the ivory trade in the EU does not contribute to these threats, the EU further tightened its ivory trade rules in December 2021, including a CITES certificate requirement for trade in all ivory items. also for objects prior to 1947 that could be marketed with a simple appraisal or documentation that certifies their qualification as an ancient pre-47 object. The illegal trafficking of the so-called ""white gold"" is currently an important ""business"" linked to the phenomenon of poachers who, without scruples, kill a considerable number of elephants every year, dangerously bringing the species to the threshold of extinction risk. Despite the international ban on the ivory trade, elephant poaching and ivory trafficking are still a relevant phenomenon. CITES entered into force in Italy in 1980 and is currently applied by 183 states. The Washington Convention represents today one of the most important international regulatory instruments to guarantee the conservation of our planet's biodiversity, making the trade of over 35,000 protected species sustainable. A priority task for each State is in fact to monitor and regulate the national and international trade of specimens and products derived from animal and plant species in order to prevent their extinction, in a situation that is already seriously unfavorable due to the negative effects caused by multiple human activities. and climate change that is destroying the natural habitats of numerous species. https://www.gazzettadellemilia.it/cronaca/item/36224-maxisequestro-dei-carabinieri-forestali-del-nucleo-carabinieri-cites-a-mercanteinfiera-di-parma",1
