title,link,published,summary,label
Tiger organs seized in Nagaon; Three arrested in joint operation,https://www.syllad.com/tiger-organs-seized-in-nagaon-three-arrested-in-joint-operation/,2025-01-30T08:49:05Z,N/A,0
Cops nab 13 for peddling coke in Nana,https://www.bangkokpost.com/thailand/general/2943851/cops-nab-13-for-peddling-coke-in-nana,2025-01-20T22:16:00Z,N/A,0
"Tiger poachers use fishing boats to smuggle body parts out of Malaysia, study shows",https://www.voanews.com/a/tiger-poachers-use-fishing-boats-to-smuggle-body-parts-out-of-malaysia-study-shows-/7955187.html,2025-01-29T09:43:02Z,N/A,0
Elephants Are Sentient. Why Won't Courts Say They're People? | Opinion,https://www.newsweek.com/elephants-are-sentient-why-wont-courts-say-theyre-people-opinion-2019169,2025-01-22T18:33:25Z,"n Tuesday, the Colorado Supreme Court ruled that five wild-born zoo elephants at the Cheyenne Mountain Zoo do not have a right to liberty. The lawsuit, filed by the Nonhuman Rights Project (NhRP), sought a writ of habeas corpus for the five animals, which would have allowed the NhRP to fight for their release and send them to a sanctuary. However, the court ruled that ""no matter how cognitively, psychologically, or socially sophisticated [elephants] may be,"" habeas corpus only applies to people.",0
Zimbabwe's walk on the wild side with Yellow Zebra Safaris,https://theweek.com/culture-life/travel/zimbabwes-walk-on-the-wild-side-with-yellow-zebra-safaris,2025-01-21T15:42:57Z,See spectacular wildlife on a luxury two-camp trip in magnificent national parks,0
7 unique animals that represent the rich wildlife of Indonesia,https://timesofindia.indiatimes.com/etimes/trending/7-unique-animals-that-represent-the-rich-wildlife-of-indonesia/articleshow/117422461.cms,2025-01-21T09:04:57Z,"Indonesia's rich biodiversity hosts fascinating and unique animals like Komodo Dragons, Sumatran Orangutans, Pygmy Tarsiers, Javan Rhinos, Borneo Elephants, Sulawesi Black Macaques, and Sumatran Tigers. Conservation efforts are crucial for these endangered species, threatened by habitat loss, poaching, and human-wildlife conflict. The article details each species' distinctive features and their importance to their ecosystems.",0
Cocoa Prices Slide on Dollar Strength - TradingView,https://www.google.com/url?rct=j&sa=t&url=https://www.tradingview.com/news/barchart:25fb5db27094b:0-cocoa-prices-slide-on-dollar-strength/&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw2Zu8_eaJe_bfnwO-eSYiDz,2025-02-28T17:39:34Z,Concern about slowing <b>Ivory</b> Coast cocoa exports is a supportive factor for cocoa prices. While government data Monday showed <b>Ivory</b> Coast farmers&nbsp;...,0
The V List: Five of our favorite national tracks from February 2025 - Vanyaland,https://www.google.com/url?rct=j&sa=t&url=https://vanyaland.com/2025/02/28/the-v-list-five-of-our-favorite-national-tracks-from-february-2025/&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw0z8myyshycyDg09UJQB8Dv,2025-02-28T17:08:53Z,"The month was soundtracked by new and notable efforts from Fontaines D.C., Chloe Moriondo, Dream, <b>Ivory</b>, PUNCHBAG, and Sydney Jo Jackson.",0
"Golden Gate play their hometown tonight at the <b>Ivory</b> Lounge, Harrogate",https://www.google.com/url?rct=j&sa=t&url=https://www.harrogate-news.co.uk/2025/02/28/golden-gate-play-their-hometown-tonight-at-the-ivory-lounge-harrogate/&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw2fwPyImPnDwC3mC9ufO0Ez,2025-02-28T16:47:15Z,"Golden Gate, DJ/producer Tee Cooper and songwriter/vocalist Harper, is a new disco and house project from Leeds, whose debut 'Enter The Golden&nbsp;...",0
France Loses Last Military Base in <b>Ivory</b> Coast | Vantage with Palki Sharma | N18G,https://www.google.com/url?rct=j&sa=t&url=https://www.firstpost.com/vantage/france-loses-last-military-base-in-ivory-coast-vantage-with-palki-sharma-n18g-vd922122/&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw3ahRWEm2Ik6dQnENXJ1gGz,2025-02-28T16:38:34Z,France Loses Last Military Base in <b>Ivory</b> Coast | Vantage with Palki Sharma | N18G France has officially handed over control of its last military&nbsp;...,0
France &amp; <b>Ivory</b> Coast Confirm Visa Waiver for Diplomatic Passport Holders,https://www.google.com/url?rct=j&sa=t&url=https://schengen.news/france-ivory-coast-confirm-visa-waiver-for-diplomatic-passport-holders/&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw1GJMHBL0Pm4ZkClRrF1cb5,2025-02-28T16:37:39Z,"The Ivorian authorities have taken further steps to formalise an agreement signed between <b>Ivory</b> Coast and France, which aims at facilitating&nbsp;...",0
From Rema to Bien: Full List of winners at the 2025 Trace Awards - Mpasho,https://www.google.com/url?rct=j&sa=t&url=https://www.mpasho.co.ke/entertainment/2025-02-28-from-rema-to-bien-full-list-of-winners-at-the-2025-trace-awards&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw03-iOqhJZYTMWUEXvhwCGP,2025-02-28T15:25:28Z,Tamsir &amp; Team Paiya – 'Coup du Marteau' (<b>Ivory</b> Coast) – Winner; Titom &amp; Yuppe &amp; Burna Boy – 'Tshwala Bam' (Remix) (South Africa/Nigeria); Neyna &amp; MC&nbsp;...,0
Amea Power starts building 50 MW of solar in the <b>Ivory</b> Coast - PV Magazine,https://www.google.com/url?rct=j&sa=t&url=https://www.pv-magazine.com/2025/02/28/amea-power-starts-building-50-mw-of-solar-in-the-ivory-coast/&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw3I5nOszKkzsIhtlPFMmW2G,2025-02-28T14:22:17Z,Construction is underway on a 50 MW solar project in northeastern <b>Ivory</b> Coast. It is being implemented by a project company owned entirely by the&nbsp;...,0
Who wants to go down the big creepy hole first? | Chronicle Telegram,https://www.google.com/url?rct=j&sa=t&url=https://chroniclet.com/news/422253/who-wants-to-go-down-the-big-creepy-hole-first/&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw3aPRc0CLhrcsp3qy0Jw-xd,2025-02-28T13:13:35Z,"So, who is this Alan <b>Ivory</b>? And why does he creep down dark, and quite frankly, nasty tunnels? Alan A. <b>Ivory</b> II is a doctoral&nbsp;...",0
Rotary <b>Ivory</b> City felicitates Police Constables - Star of Mysore,https://www.google.com/url?rct=j&sa=t&url=https://starofmysore.com/rotary-ivory-city-felicitates-police-constables/&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw0Y-mkCxszkrsy7asLH_yxh,2025-02-28T13:01:46Z,"Rotary <b>Ivory</b> City felicitates Police Constables ... Sitting from left: Police Constables S. Satish Kumar, D. Srinivas Prasad, E. Krishna and Yenkavva&nbsp;...",0
AMEA Power Breaks Ground on 50MW Bondoukou Solar Project in <b>Ivory</b> Coast,https://www.google.com/url?rct=j&sa=t&url=https://pumps-africa.com/amea-power-breaks-ground-on-50mw-bondoukou-solar-project-in-ivory-coast/&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw262eayleX_YDKcWVcdvyX4,2025-02-28T12:21:26Z,"The groundbreaking ceremony was attended by H.E. Sangafowa Coulibaly, Minister of Mines, Petroleum and Energy of the Republic of <b>Ivory</b> Coast, and&nbsp;...",0
"Marcus Smith Obituary (2025) - Akron, OH - Sommerville Funeral Services - Legacy.com",https://www.google.com/url?rct=j&sa=t&url=https://www.legacy.com/us/obituaries/name/marcus-smith-obituary%3Fid%3D57683024&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw3zvtQjN95x7X_PhbGjOTFv,2025-02-28T12:16:16Z,"After his mother's marriage, he was blessed with a loving stepfather, Bruce <b>Ivory</b>. Together, all of his parents played an essential role in his&nbsp;...",0
<b>Ivory</b> Coast : Turkish industry prospects in naval defence - Africa Intelligence,"https://www.google.com/url?rct=j&sa=t&url=https://www.africaintelligence.com/west-africa/2025/02/28/turkish-industry-prospects-in-naval-defence,110381148-bre&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw3YAan26l-85Xo6g8vdio17",2025-02-28T12:03:38Z,"This January, the Ivorian navy, which is commanded by Rear Admiral &middot; In recent years, <b>Ivory</b> Coast has boosted its naval fleet through the purchase of&nbsp;...",0
Coastal &amp; Easter March Market at <b>Ivory</b> Barn - NewsBreak,https://www.google.com/url?rct=j&sa=t&url=https://www.newsbreak.com/e/67c1683b6509cbb876f3bb48-coastal-easter-march-market-at-ivory-barn&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw3YNmH6m9u1L_wxWHoEfQ_5,2025-02-28T10:54:48Z,Coastal &amp; Easter March Market at <b>Ivory</b> Barn. Come Shop with us for our Coastal/ Easter market! Blues! Bunnies! Birds! &amp;&amp; so much more. It will feel&nbsp;...,0
Universities Are The Innovation Partners More Kiwi Businesses Need - Scoop,https://www.google.com/url?rct=j&sa=t&url=https://www.scoop.co.nz/stories/BU2502/S00375/ignore-the-ivory-tower-cliches-universities-are-the-innovation-partners-more-kiwi-businesses-need.htm&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw3AL7uQOm75VROJPx2wMmkV,2025-02-28T10:16:23Z,Ignore The '<b>Ivory</b> Tower' Clichés – Universities Are The Innovation Partners More Kiwi Businesses Need ... When it comes to turning research into real-&nbsp;...,0
Karisma Kapoor Inspired Ethnic Suits To Recreate For Royal Glam - ABP Live,https://www.google.com/url?rct=j&sa=t&url=https://news.abplive.com/photo-gallery/lifestyle/karisma-kapoor-inspired-ethnic-suits-to-recreate-for-royal-glam-1754395&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw0kQvmIwL88-TO2eCzpjc4n,2025-02-28T10:13:23Z,<b>Ivory</b> Anarkali Kurta Set: The <b>ivory</b> kurta set in Anarkali style with a ... <b>Ivory</b> Silk Anarkali With Red Polka Dots: This ankle-length <b>ivory</b>&nbsp;...,0
Cocoa Futures Dip — TradingView News,https://www.google.com/url?rct=j&sa=t&url=https://www.tradingview.com/news/te_news:449737:0-cocoa-futures-dip/&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw3e5aRg8Lm2NB9LPc4MW3L2,2025-02-28T10:07:33Z,"Cocoa prices has fallen more than 20% this year, helped by beneficial rainfall in the <b>Ivory</b> Coast and Ghana. FuturesTrading Economics. Login or&nbsp;...",0
The Last <b>Ivory</b> Tower's Courageous Soldier: A Tribute To Humphrey Nwosu,https://www.google.com/url?rct=j&sa=t&url=https://thewhistler.ng/the-last-ivory-towers-courageous-soldier-a-tribute-to-humphrey-nwosu/&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw1xfmez-WBubTFAtCrxXRZA,2025-02-28T09:41:14Z,It was Babangida who ingeniously came up with the idea of exposing the members of the <b>Ivory</b> Tower to the field of Nigerian politics with all the&nbsp;...,0
Weekend Happenings | February 28 – March 2,https://www.google.com/url?rct=j&sa=t&url=https://bucks.happeningmag.com/weekend-happenings-february-28-march-2/&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw1dFnKTLgx4up6uRgCw1N43,2025-02-28T08:47:07Z,"Check out Art in the Barn's Beginner's Knitting Workshop on Friday. Don't miss <b>Ivory</b> Tree Portrait's charity event in support of the PSPCA, and get a&nbsp;...",0
"He Received a Shoutout From His Brothers, but What is Keenen <b>Ivory</b> Wayans' Net Worth?",https://www.google.com/url?rct=j&sa=t&url=https://blavity.com/keenen-ivory-wayans-net-worth&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw1BcA4UOmeX7GOrVlCZwvPG,2025-02-28T06:52:51Z,"Keenen <b>Ivory</b> Wayans is part of Hollywood royalty, having introduced his famous Wayans Family to the television and film industry.",0
Supply Concerns Support Cocoa Prices - The Globe and Mail,https://www.google.com/url?rct=j&sa=t&url=https://www.theglobeandmail.com/investing/markets/commodities/KTZ23/pressreleases/31159431/supply-concerns-support-cocoa-prices/&ct=ga&cd=CAIyGjYzNTVlYWExYWFjYzI3MmQ6Y29tOmVuOlVT&usg=AOvVaw3GwBLg8In9mnlFiXTDd5sS,2025-02-28T00:58:28Z,"... <b>Ivory</b> Coast and Ghana. However, gains in cocoa were limited after ... Concern about slowing <b>Ivory</b> Coast cocoa exports is a supportive factor for cocoa&nbsp;...",0
Tusker dies of electrocution in Odisha's Athagarh - The New Indian Express,https://www.google.com/url?rct=j&sa=t&url=https://www.newindianexpress.com/cities/bhubaneswar/2025/Feb/28/tusker-dies-of-electrocution-in-odishas-athagarh&ct=ga&cd=CAIyGjgwNDUxZDViZmVkNDEzMTg6Y29tOmVuOlVT&usg=AOvVaw3hlcTgMK1uG36bLXrga872,2025-02-28T03:46:21Z,"CUTTACK: An <b>elephant</b> has reportedly died of ... Meanwhile, the <b>tusks</b> of the <b>elephant</b> have been preserved and the carcass buried after postmortem.",0
Editorial: Cocoa Farmers Expect Better Pricing This Year,https://thechronicle.com.gh/editorial-cocoa-farmers-expect-better-pricing-this-year/,2025-02-28T08:42:29Z,"Just this week, The Chronicle.com.gh reported that border officials at Ave-Havi Border Post in the Akatsi North District of the Volta Region had arrested a truck carrying hundreds of jerry cans that had been filled with cocoa beans en-route to Togo. This is n…",0
Shooting an Elephant in Botswana,https://foreignpolicy.com/2025/02/28/botswana-elephant-hunting-trophy-wildlife-conservation/,2025-02-28T21:30:58Z,Trophy hunting is uncomfortable for some in the West but a lifeline for many locals.,1
Model behaviour: India’s anti-cruelty robot elephants,https://www.digitaljournal.com/world/model-behaviour-indias-anti-cruelty-robot-elephants/article,2025-03-03T03:52:21Z,"It flaps its ears and squirts water from a waving trunk, but this elephant is a life-size mechanical replica rolled out to replace the endangered animals in India’s Hindu temples. Made of fibreglass and rubber, and trundling on a wheeled metal frame strong en…",0
Africa’s elephants have been in dramatic decline for 50 years. What can be done to save them – new study,https://theconversation.com/africas-elephants-have-been-in-dramatic-decline-for-50-years-what-can-be-done-to-save-them-new-study-250293,2025-03-02T08:14:49Z,"Maintaining current elephant numbers, let alone reversing declines, requires new thinking and conservation innovation.",0
Videos Show Narwhals Using Their Tusks to Play With Their Food - The New York Times,https://www.nytimes.com/2025/03/12/science/narwhals-tusks-video.html,2025-03-12T16:00:24Z,Researchers observed a number of surprising behaviors by the <b>ivory</b>-sporting whales during an expedition with drones in the Canadian High Arctic.,0
Baby <b>elephant</b> rescued after it became separated from mother - Newspaper - DAWN.COM,https://www.dawn.com/news/1897374/baby-elephant-rescued-after-it-became-separated-from-mother,2025-03-12T04:54:48Z,"That is our hope,” Ujang said. <b>Elephant</b> populations are threatened by rampant poaching for their <b>tusks</b>, which are prized in the illegal wildlife trade&nbsp;...",1
Ministry to enhance enforcement against wildlife trade in KLIA,https://www.thestar.com.my/news/nation/2025/03/12/ministry-to-enhance-enforcement-against-wildlife-trade-in-klia,2025-03-11T23:00:00Z,"PUTRAJAYA: The Natural Res­our­ces and Environmental Sustai­nability Ministry (NRES), through the Wildlife and National Parks Department (Perhilitan), will take proactive measures to combat wildlife trade, including stepping up enforcement at the country's en…",1
Payne: Across the American safari in old school Ineos dirt-kickers - The Detroit News,https://www.detroitnews.com/story/business/autos/2025/03/19/review-across-the-american-safari-in-old-school-ineos-dirt-kickers-payne/82532205007/,2025-03-20T15:14:17Z,The pair brainstormed a Rover replacement that could not only deflect charging <b>elephant tusks</b> on Botswana expeditions (Van Rensburg told me this&nbsp;...,1
Bom Jesus: The Oldest and Most Valuable Shipwreck Found in the Namibian Desert,https://arkeonews.net/bom-jesus-the-oldest-and-most-valuable-shipwreck-found-in-the-namibian-desert/,2025-03-20T12:57:04Z,"The ship's cargo also included silver coins and <b>elephant tusks</b>, highlighting the extensive trade routes of the time. These findings suggest that&nbsp;...",1
2 illegal Bangladeshi migrants residing in Kerala with fake Aadhaar cards arrested,https://english.mathrubhumi.com/news/crime/illegal-bangladeshi-residents-nabbed-from-kerala-1.10439567,2025-03-20T05:45:34Z,"<b>elephant tusks</b> accused. 1 min &middot; Smugglers trapped! Officials pose as traders to seize <b>elephant ivory</b> in ... Saurabh. 2 min &middot; Poisoned, chopped into 15&nbsp;...",1
Smugglers trapped! Officials pose as traders to seize <b>elephant ivory</b> in Kerala; 8 arrested,https://english.mathrubhumi.com/news/crime/elephant-ivory-smugglers-nabbed-in-kerala-1.10439454,2025-03-20T03:12:04Z,RI officials disguised as traders seize <b>elephant ivory</b> in Kerala; eight arrested in major bust. <b>elephant tusks</b> accused. X. Ivory case accused.,1
"Misha lived in zoos, but the elephant's tooth enamel helps reconstruct wildlife migrations",https://www.sciencedaily.com/releases/2025/03/250313151818.htm,2025-03-13T19:18:18Z,"Misha lived her whole life in zoos, but this elephant's teeth are now helping scientists reconstruct wildlife migrations. Geologists show how strontium isotopes found in teeth or tusks reveal where large plant-eating animals may have roamed.",0
World Cup 2026 qualifying: Pierre-Emerick Aubameyang dents Kenya's bid for finals - BBC,https://www.bbc.com/sport/football/articles/c9840d5p28vo,2025-03-23T15:58:03Z,"... <b>Ivory</b> Coast, having played a game more than the Elephants. The sixth round of the group campaign continues with eight fixtures on Monday, and <b>Ivory</b>&nbsp;...",0
"Four arrested with <b>elephant tusk</b>, leopard canines, claws in Coimbatore - The Hindu",https://www.thehindu.com/news/cities/Coimbatore/four-arrested-with-elephant-tusk-leopard-canines-claws-in-coimbatore/article69365620.ece,2025-03-23T14:58:23Z,"Forest Department in Coimbatore arrests four with illegal wildlife articles, including <b>elephant tusk</b> and leopard canines, claws.",1
"Tigers Are Fearsome Hunters, but <b>Elephants</b> Are Not Easy Prey - AOL.com",https://www.aol.com/tigers-fearsome-hunters-elephants-not-160603615.html,2025-03-23T12:02:36Z,"Besides their massive size, <b>elephants</b> defend themselves with their powerful <b>tusks</b>. When threatened, the adult <b>elephants</b> form a circle around the&nbsp;...",0
"Assam: <b>Elephant Tusk</b> Smuggling Ring Busted In Bamunigaon, Two Arrested - The Sentinel",https://www.sentinelassam.com/north-east-india-news/assam-news/assam-elephant-tusk-smuggling-ring-busted-in-bamunigaon-two-arrested,2025-03-23T06:57:32Z,"The Directorate of Revenue Intelligence has intercepted and seized approximately 14 kilograms of <b>elephant tusks</b> in Khatira, Bamunigaon.",1
Assam: <b>Elephant tusks</b> seized at Boko - The Sentinel,https://www.sentinelassam.com/north-east-india-news/assam-news/assam-elephant-tusks-seized-at-boko,2025-03-23T04:59:33Z,"A team of the Directorate of Revenue Intelligence, Guwahati, recovered two pieces of <b>ivory</b> from Khatira village near Bamunigaon in Boko.",1
Kerala: Son kills self after attempting to kill mother - DY365,https://dy365.in/trending/kerala-son-kills-self-after-attempting-to-kill-mother-16039,2025-03-23T02:52:06Z,"Assam: DRI seizes 14 kg <b>elephant tusks</b> in Kamrup, two arrested. About Us. About Us&nbsp;...",1
Museum turns rural teachers into eager students | Mumbai News - The Times of India,https://timesofindia.indiatimes.com/city/mumbai/museum-turns-rural-teachers-into-eager-students/articleshow/119354131.cms,2025-03-22T19:43:49Z,&quot;I always knew about <b>elephant tusks</b> in historical objects but I had no idea Ratnagiri had a tradition of making lamps and objects from bison horns!,1
India deports 27 Myanmar nationals who entered Manipur illegally - DY365,https://dy365.in/topstories/india-deports-27-myanmar-nationals-who-entered-manipur-illegally-16037,2025-03-22T15:32:36Z,"Assam: DRI seizes 14 kg <b>elephant tusks</b> in Kamrup, two arrested&nbsp;...",1
How Tourism Could Actually Help African Wildlife in One of Kenya’s Important National Reserves,https://www.counterpunch.org/?p=357239,2025-03-13T05:55:09Z,"The Serengeti ecosystem is regarded as one of our planet’s greatest natural treasures, where one can witness “the largest remaining unaltered animal migration in the world,” according to UNESCO. Kenya’s share of the Serengeti plains includes the Maasai Mara N…",0
Africa’s elephants have been in dramatic decline for 50 years. What can be done to save them?,https://adventure.com/elephants-decline-africa-wildlife-conservation/,2025-03-12T12:00:00Z,"Poaching, habitat loss and changing landscapes due to human population growth are among the reasons for the steep decline in African forest and savannah elephants. But a new study goes deeper, and even has a hopeful note: Some elephant populations in certain …",0
Do 'elephant graveyards' really exist?,https://www.livescience.com/animals/elephants/do-elephant-graveyards-really-exist,2025-03-09T09:00:00Z,Stories of vast graveyards where elephants go to die only scratch the surface of the fascinating death-related behaviors in these mammals.,1
Animals Crossing: AI Helps Protect Wildlife Across the Globe,https://blogs.nvidia.com/blog/ai-protects-wildlife/,2025-03-03T14:00:43Z,"From Seattle, Washington, to Cape Town, South Africa — and everywhere around and between — AI is helping conserve the wild plants and animals that make up the intricate web of life on Earth. It’s critical work that sustains ecosystems and supports biodiversit…",0
77% Surge in Elephant Population in Assam’s Dehing Patkai National Park,https://thehillstimes.in/assam/77-surge-in-elephant-population-in-assams-dehing-patkai-national-park,2025-03-13T08:09:38Z,"HT Digital GUWAHATI, Mar 13: A recent wildlife census has recorded a remarkable 77% increase in the population of wild Asian elephants in Assam’s Dehing Patkai National Park. The number of elephants in the park has surged from 196 in 2018 to 348 in 2025, mark…",0
Meet 4 Trailblazing Women Shaping Africa’s Sustainable Travel Scene,https://www.forbes.com/sites/emesemaczko/2025/03/06/meet-4-trailblazing-women-shaping-africas-sustainable-travel-scene/,2025-03-06T17:00:26Z,"""If African women rise, wildlife will thrive,"" Here is how these four women are shaping the future of sustainable travel in Africa.",0
PM Modi’s remarkable visit to Anant Ambani’s Vantara: A sanctuary of hope and renewal,https://economictimes.indiatimes.com/news/company/corporate-trends/pm-modis-remarkable-visit-to-anant-ambanis-vantara-a-sanctuary-of-hope-and-renewal/articleshow/118713247.cms,2025-03-04T14:52:13Z,"Prime Minister Narendra Modi visited Vantara, the world's largest animal rescue, rehabilitation, and conservation centre founded by Anant Ambani in Gujarat. Spanning 3,500 acres, this sanctuary provides a lifeline for animals rescued from poaching, illegal tr…",0
Kaziranga National Park authorities distribute efficient wood stoves to anti-poaching camps,https://thehillstimes.in/assam/kaziranga-national-park-authorities-distribute-efficient-wood-stoves-to-anti-poaching-camps,2025-03-21T23:00:00Z,"GUWAHATI, March 21: On the occasion of International Day of Forests on Friday, Kaziranga National Park and Tiger Reserve authorities distributed improved industry-manufactured efficient wood stoves across 45 anti-poaching camps to improve quality of life of f…",0
India’s tiger boom at risk: Trafficking resurges amid soaring demand for tiger bones in China & Vietnam,https://economictimes.indiatimes.com/news/india/indias-tiger-boom-at-risk-trafficking-resurges-amid-soaring-demand-for-tiger-bones-in-china-vietnam/articleshow/119050868.cms,2025-03-15T17:30:00Z,"In June 2023, Guwahati witnessed an influx of half a million devotees for the Ambubachi Mela, providing cover for a group trafficking tiger parts. The incident highlighted the rising threat to India's growing tiger population due to an increasing demand for t…",0
PM Modi inaugurates Vantara in Gujarat: A landmark in wildlife conservation,https://economictimes.indiatimes.com/news/company/corporate-trends/pm-modi-inaugurates-vantara-in-gujarat-a-landmark-in-wildlife-conservation/articleshow/118701823.cms,2025-03-04T07:40:42Z,"Prime Minister Narendra Modi inaugurated Vantara, the world's largest animal rescue and conservation centre in Gujarat. Spread over 3,500 acres, Vantara houses over 1.5 lakh rescued and endangered animals and includes an advanced wildlife hospital. Modi's vis…",0
Trump Cuts May Leave More Elephants and Rhinos Vulnerable to Poachers,https://www.motherjones.com/politics/2025/03/trump-doge-spendinf-freeze-conservation-wildlife-poaching-elephants-rhinos/,2025-03-06T11:00:00Z,This story was originally published by the Guardian and is reproduced here as part of the Climate Desk collaboration. Environmentalists have urged the Trump administration to reverse its decision to cut off funding for key conservation work aimed at saving ic…,1
Kaziranga boosts anti-poaching camps with eco-friendly stoves on International Day of Forests,https://www.syllad.com/kaziranga-boosts-anti-poaching-camps-with-eco-friendly-stoves-on-international-day-of-forests/,2025-03-22T05:10:00Z,"On the occasion of International Day of Forests, the Kaziranga National Park and Tiger Reserve (KNPTR) reaffirmed its commitment to both conservation and improving the well-being of frontline forest personnel. Home to over 80% of India’s greater one-horned rh…",0
Long-Lost European Shipwreck Was Found Full Of Gold In The African Desert - TheTravel,https://www.thetravel.com/lost-european-shipwreck-found-full-of-gold-in-african-desert/,2025-03-25T15:20:09Z,"The <b>ivory</b> contains valuable information about <b>elephant</b> populations in Africa &middot; A herd of grey and black <b>elephants</b> in Etosha National Park, Namibia,&nbsp;...",0
"Transporters, 14 drug dealers arrested - The Herald",https://www.herald.co.zw/transporters-14-drug-dealers-arrested/,2025-03-25T15:08:23Z,N/A,1
Shipping giant takes unprecedented stand against illegal smuggling via cargo planes,https://www.thecooldown.com/green-business/emirates-skycargo-wildlife-trafficking-sea/,2025-03-25T11:05:47Z,"It named shark fins, rhino horns, <b>elephant tusks</b>, and leopard skins as some of the specific items it would permit. It has also embargoed banned&nbsp;...",1
Bones of mammoths butchered for their <b>tusks</b> unearthed by archaeologists - MSN,https://www.msn.com/en-us/news/technology/bones-of-mammoths-butchered-for-their-tusks-unearthed-by-archaeologists/ar-AA1Bockc,2025-03-25T11:05:19Z,"Bones of mammoths butchered for their <b>ivory tusks</b> 25,000 years ago were unearthed by archaeologists in Austria. Remains of five mammoths were&nbsp;...",0
<b>Elephants</b> Show Incredible Acts of Compassion When Herd Members Are in Trouble,https://a-z-animals.com/video/watch-a-family-of-elephants-save-a-strangers-baby-protecting-against-lions/,2025-03-25T06:09:31Z,... elephants have been killed by poachers in the last 100 years. <b>Elephant ivory tusks</b> are highly sought after on the illegal wildlife market. The&nbsp;...,0
Angolan authorities make their second major wildlife trafficking arrest in a week,https://macaonews.org/news/lusofonia/angola-wildlife-trafficking/,2025-03-24T23:43:02Z,"... <b>elephant ivory</b>, <b>teeth</b> and rhinoceros horns, reports Novo Jornal. The two individuals raised suspicions during check-in, leading authorities to&nbsp;...",1
Photographing Forest Elephants in the Congo,https://petapixel.com/2025/03/24/photographing-forest-elephants-in-the-congo/,2025-03-24T17:19:14Z,"Deep in the Congo Basin, in a remote corner of Nouabalé-Ndoki National Park, lies Mbeli Bai, a vast forest clearing where wildlife emerges from the dense jungle. Unlike open savanna landscapes, the rainforest hides its inhabitants behind thick vegetation, mak…",0
Apple unveils new iPhone model,https://www.example.com/tech/iphone2025,2025-03-25T09:00:00Z,"Apple announced the release of its latest iPhone, featuring an improved camera and battery life.",0
Local bakery wins award for best sourdough,https://www.example.com/food/local-bakery-award,2025-03-24T15:30:00Z,The neighborhood bakery was recognized for its outstanding sourdough bread by the National Bakers Association.,0
New solar farm opens in the Sahara,https://www.example.com/news/solar-farm-sahara,2025-03-23T08:15:00Z,"A massive solar energy project launched in the Sahara Desert, aiming to power thousands of homes.",0
High school robotics team advances to finals,https://www.example.com/education/robotics-championship,2025-03-22T10:45:00Z,A group of talented students built a robot that secured them a spot in the national robotics championship.,0
